Campaign Name,Ad Group Name,Ad Name,Final URL,Headline 1,Headline 2,Description 1,Description 2,Call to Action,Video Script,Status
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-RT-02,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_retarget_self-serve-activation&utm_content=rooter_rtc06_yt_video30&utm_term=owners_1-10,Self-serve activation,AI answers your trade calls,"If you run a small trade operation, speed matters. You already started with Rooter.City—no",$79/mo. No contracts. See it live.,Go live today,"If you run a small trade operation, speed matters. You already started with Rooter.City—now complete setup and route your calls with a real system. No demo scheduling. No enterprise bloat. Just self-serve setup and first handled call.",ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-RT-01,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_retarget_youre-close&utm_content=rooter_rtc05_yt_video15&utm_term=owners_1-10,You’re close,AI answers your trade calls,You already checked out Rooter.City. Finish setup now and turn missed calls into booked jo,$79/mo. No contracts. See it live.,Finish setup now,You already checked out Rooter.City. Finish setup now and turn missed calls into booked jobs—without a demo call. Go live today.,ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-R5,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_underserved-market&utm_content=rooter_ytc07_hk13_video30&utm_term=owners_1-10,Underserved Market Narrative,AI answers your trade calls,Most small trade companies don't lose work because they're bad at their trade. They lose w,$79/mo. No contracts. See it live.,Start now,"Most small trade companies don't lose work because they're bad at their trade. They lose work in the gap between the first call and the first response. Rooter.City helps close that gap: capture inbound calls, route cleanly, and follow up faster. No enterprise complexity. Just practical flow for 1–10 person operators.",ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-R4C,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_speed-to-lead&utm_content=rooter_ytc06_hk12_video15&utm_term=owners_1-10,Speed-to-Lead,AI answers your trade calls,The first response usually wins the job. Rooter.City helps you respond faster and close mo,$79/mo. No contracts. See it live.,Hear it live,The first response usually wins the job. Rooter.City helps you respond faster and close more of the demand you already have.,ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-R4B,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_first-system&utm_content=rooter_ytc05_hk11_video15&utm_term=owners_1-10,First-System Positioning,AI answers your trade calls,"If you're a 1–10 person trade shop, you don't need enterprise software. You need one simpl",$79/mo. No contracts. See it live.,Go live today,"If you're a 1–10 person trade shop, you don't need enterprise software. You need one simple system that captures calls and keeps jobs moving.",ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-R4A,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_revenue-protection&utm_content=rooter_ytc04_hk10_video15&utm_term=owners_1-10,Revenue Protection,AI answers your trade calls,Missed calls become missed jobs. Rooter.City helps small trade operators capture more inbo,$79/mo. No contracts. See it live.,Start now,Missed calls become missed jobs. Rooter.City helps small trade operators capture more inbound opportunities and convert faster—without adding office payroll.,ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-03,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_voicemail-loss&utm_content=rooter_ytc03_hk09_video15&utm_term=owners_1-10,Fast Hook,AI answers your trade calls,Still losing jobs to voicemail? Rooter.City helps field teams capture more opportunities w,$79/mo. No contracts. See it live.,Hear it live,Still losing jobs to voicemail? Rooter.City helps field teams capture more opportunities without adding office overhead.,ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-02,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_jobsite-reality&utm_content=rooter_ytc02_hk08_video30&utm_term=owners_1-10,Jobsite Reality,AI answers your trade calls,You’re on the job. Phone rings. You miss it. Job gone. Rooter.City is built for that exact,$79/mo. No contracts. See it live.,Go live today,You’re on the job. Phone rings. You miss it. Job gone. Rooter.City is built for that exact reality. Set it up fast. Test it today. Keep your pipeline moving.,ACTIVE
4H_2026_YouTube_sawcity,sawcity_video,ROOTER-YT-01,https://saw.city/yt?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_rooter_activation_missed-call-tax&utm_content=rooter_ytc01_hk07_video30&utm_term=owners_1-10,Missed Call Tax,AI answers your trade calls,Every missed call is a hidden tax on your business. Rooter.City helps you capture those ca,$79/mo. No contracts. See it live.,Start now,"Every missed call is a hidden tax on your business. Rooter.City helps you capture those calls, route them faster, and turn chaos into booked work. No long setup. No sales call. Start now and hear it live.",ACTIVE
4H_2026_YouTube_roofrepair,roofrepair_video,YT-RR1,https://roofrepair.city/roofrepair?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_roofrepair_video-hailstorm&utm_content=ytrr01_hk01_video&utm_term=owners_1-10,Hailstorm hit. 300 calls. Who ,AI answers your trade calls,[HOOK] A hailstorm just hit your market. 300 homeowners are calling roofers right now. [RE,$79/mo. No contracts. See it live.,See it live,"[HOOK] A hailstorm just hit your market. 300 homeowners are calling roofers right now. [REALITY] Your voicemail gets 40 calls. Your competitor with AI gets 40 calls too — and answers all of them. [SOLUTION] Saw.City answers every call 24/7, captures insurance info, texts you instantly. $79/mo. [CTA] roofrepair.city",ACTIVE
4H_2026_YouTube_roofrepair,roofrepair_video,YT-RR2,https://roofrepair.city/roofrepair?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_roofrepair_video-wont-wait&utm_content=ytrr02_hk02_video&utm_term=owners_1-10,The roof won't wait. You shoul,AI answers your trade calls,[HOOK] The roof won't wait. [PROBLEM] Homeowners with active leaks call multiple roofers. ,$79/mo. No contracts. See it live.,Start free,[HOOK] The roof won't wait. [PROBLEM] Homeowners with active leaks call multiple roofers. The first contractor on the phone owns the claim. [DEMO] Hear what Saw.City sounds like when it answers a storm damage call. [CTA] $79/mo at roofrepair.city.,ACTIVE
4H_2026_YouTube_roofrepair,roofrepair_video,YT-RR3,https://roofrepair.city/roofrepair?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_roofrepair_video-chasers&utm_content=ytrr03_hk03_video&utm_term=owners_1-10,Beat storm chasers with AI. $7,AI answers your trade calls,[HOOK] Storm chasers win because they answer fast — not because they're better roofers. [I,$79/mo. No contracts. See it live.,Hear it,[HOOK] Storm chasers win because they answer fast — not because they're better roofers. [INSIGHT] Local contractors can compete with the same 24/7 response using AI. [SOLUTION] Saw.City answers your phone for $79/mo. [CTA] Level the field at roofrepair.city.,ACTIVE
4H_2026_YouTube_roofrepair,roofrepair_video,YT-RR4,https://roofrepair.city/roofrepair?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_roofrepair_video-math&utm_content=ytrr04_hk04_video&utm_term=owners_1-10,"Do the math. $79 vs $12,000 lo",AI answers your trade calls,[HOOK] How many insurance calls do you miss every month? [MATH] If 10 calls go to voicemai,$79/mo. No contracts. See it live.,Get it now,"[HOOK] How many insurance calls do you miss every month? [MATH] If 10 calls go to voicemail and just one was a $12,000 job, that's $12,000 gone. Saw.City costs $79/mo and captures them all. [CTA] See it at roofrepair.city.",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE1,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_missed-calls&utm_content=YT-PE1&utm_term=owners_1-10,You're in a crawlspace. Phone ,AI answers your trade calls,"[0-3s: HOOK] You're treating for subterranean termites in a crawlspace. Phone rings.
[3-8s",$79/mo. No contracts. See it live.,Start free at pest.city,"[0-3s: HOOK] You're treating for subterranean termites in a crawlspace. Phone rings.
[3-8s: PROBLEM] Customer found a bed bug. Called 3 exterminators. First to answer wins.
[8-13s: SOLUTION] Pest.City answers every call while you work — 24/7.
[13-15s: CTA] Start free at pest.city.",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE4,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_brand&utm_content=YT-PE4&utm_term=owners_1-10,Pest.City — Never miss a pest ,AI answers your trade calls,Bug call comes in. Pest.City answers. You get the job. pest.city,$79/mo. No contracts. See it live.,pest.city,Bug call comes in. Pest.City answers. You get the job. pest.city,ACTIVE
4H_2026_YouTube_roofrepair,roofrepair_video,YT-RR5,https://roofrepair.city/roofrepair?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_roofrepair_video-tarp&utm_content=ytrr05_hk05_video&utm_term=owners_1-10,Emergency tarp call. You answe,AI answers your trade calls,[HOOK] Emergency tarping is time-critical. The roofer who answers wins the authorization. ,$79/mo. No contracts. See it live.,Start now,"[HOOK] Emergency tarping is time-critical. The roofer who answers wins the authorization. [SOLUTION] Saw.City answers your phone 24/7, captures all the details — address, damage, insurance carrier — and texts you immediately. [CTA] $79/mo. Start free at roofrepair.city.",ACTIVE
4H_2026_YouTube_pipe,pipe_video,YT-P7,https://pipe.city/pipe?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-proof&utm_content=YT-P7&utm_term=owners_1-10,Still losing calls? Here's wha,AI answers your trade calls,"[0-5s] Every missed call is money. You know this already.
[5-20s] Pipe.City answers before",$79/mo. No contracts. See it live.,Start free at pipe.city,"[0-5s] Every missed call is money. You know this already.
[5-20s] Pipe.City answers before the second ring. Asks: ""Is this an emergency or a scheduled appointment?"" Books the job. Sends you a text. Customer gets a confirmation.
[20-27s] Plumbers using Pipe.City average 4+ extra booked jobs per month. That's $1,500-$5,000 in recovered revenue — for $79.
[27-30s] Start free today — pipe.city",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE2,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_story&utm_content=YT-PE2&utm_term=owners_1-10,The termite call you missed on,AI answers your trade calls,"[0-5s: HOOK] Mid-route. Three missed calls. One voicemail: ""We found what looks like a ter",$79/mo. No contracts. See it live.,Start free at pest.city,"[0-5s: HOOK] Mid-route. Three missed calls. One voicemail: ""We found what looks like a termite swarm in our garage...""
[5-15s: PROBLEM] By the time you call back, they've scheduled an inspection with another company. Full treatment job. Gone to the exterminator who answered at 11:23 AM.
[15-25s: SOLUTION] Pest.City is your AI employee for pest control. Answers every call. Identifies pest type. Schedules inspections. Books treatments while you're running your route.
[25-30s: CTA] $79/mo. Start free at pest.city.",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE3,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_transformation&utm_content=YT-PE3&utm_term=owners_1-10,Pest control is a first-to-ans,AI answers your trade calls,[0-8s: HOOK] Ask any exterminator what their biggest revenue problem is. It's not competit,$79/mo. No contracts. See it live.,Start free at pest.city,"[0-8s: HOOK] Ask any exterminator what their biggest revenue problem is. It's not competition. It's not pricing. It's the calls they can't answer because they're under a house in a respirator.

[8-25s: PAIN] Bed bugs. Termite swarms. Rodent infestations. These are panic calls. Customers don't leave voicemails — they call three companies and book the first one who answers. While you're treating a subterranean colony or doing a bait station inspection, that call is going to your competitor.

[25-45s: TRANSFORMATION] Pest.City is your AI employee for pest control. It answers 24/7. It knows the work — termite species, subterranean vs drywood, bed bug treatment protocols, rodent exclusion, fumigation vs spot treatment. It asks the right questions, identifies urgency, schedules inspections, and sends you a lead summary by text.

[45-60s: CTA] You're already the best tech on the route. Now be the one who always picks up. $79/mo. Start free today at pest.city. Your AI employee for pest control.",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE5,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_search-intent&utm_content=YT-PE5&utm_term=owners_1-10,Pest control answering service,AI answers your trade calls,Pest.City is the AI answering employee built for pest control operators. Answers calls 24/,$79/mo. No contracts. See it live.,Start free at pest.city,"Pest.City is the AI answering employee built for pest control operators. Answers calls 24/7, identifies pest type, triages urgency, and schedules inspections and treatments while you're on route.

No call center fees. No per-minute billing. $79/mo flat.

Built for owner-operators running solo or small crews. Setup in 20 minutes. Start free.",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE6,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-visit&utm_content=YT-PE6&utm_term=owners_1-10,You checked out Pest.City. Eve,AI answers your trade calls,"[0-4s] You looked at Pest.City. Right instinct.
[4-11s] In pest control, the first company",$79/mo. No contracts. See it live.,Start free at pest.city,"[0-4s] You looked at Pest.City. Right instinct.
[4-11s] In pest control, the first company to answer wins. Every day you wait, that's your competitors winning.
[11-15s] Start free today — pest.city",ACTIVE
4H_2026_YouTube_coat,coat_video,YT-C6,https://coat.city/coat?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-visit&utm_content=YT-C6&utm_term=owners_1-10,You looked at Coat.City. Sprin,AI answers your trade calls,"[0-4s] You checked out Coat.City. Good instinct.
[4-11s] Every day you wait is another lea",$79/mo. No contracts. See it live.,Start free at coat.city,"[0-4s] You checked out Coat.City. Good instinct.
[4-11s] Every day you wait is another lead going to the painter who picked up.
[11-15s] Start free before painting season peaks — coat.city",ACTIVE
4H_2026_YouTube_duct,duct_video,YT-D6,https://duct.city/duct?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-visit&utm_content=YT-D6&utm_term=owners_1-10,You checked out Duct.City. Sum,AI answers your trade calls,"[0-4s] You looked at Duct.City. Smart timing.
[4-11s] Every missed emergency call this sum",$79/mo. No contracts. See it live.,Start free at duct.city,"[0-4s] You looked at Duct.City. Smart timing.
[4-11s] Every missed emergency call this summer is a job your competitor booked. Don't let that keep happening.
[11-15s] Start free today — duct.city",ACTIVE
4H_2026_YouTube_duct,duct_video,YT-D7,https://duct.city/duct?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-proof&utm_content=YT-D7&utm_term=owners_1-10,Still losing HVAC emergency ca,AI answers your trade calls,"[0-5s] Every missed emergency call is revenue gone. You already know this.
[5-20s] Duct.Ci",$79/mo. No contracts. See it live.,Start free at duct.city,"[0-5s] Every missed emergency call is revenue gone. You already know this.
[5-20s] Duct.City answers before the second ring. Asks: ""Is this a no-cool or complete system failure?"" Dispatches or schedules based on urgency. Texts you every lead with job details.
[20-27s] HVAC contractors using Duct.City capture an average of 5+ emergency calls per month they'd have otherwise missed. That's $5,000-$12,000 in recovered revenue.
[27-30s] Start free today — duct.city",ACTIVE
4H_2026_YouTube_pest,pest_video,YT-PE7,https://pest.city/pest?utm_source=youtube&utm_medium=paid-social&utm_campaign=4h_2026-03_retarget-proof&utm_content=YT-PE7&utm_term=owners_1-10,Still losing pest control jobs,AI answers your trade calls,"[0-5s] In pest control, first-to-answer wins almost every time. You already know this.
[5-",$79/mo. No contracts. See it live.,Start free at pest.city,"[0-5s] In pest control, first-to-answer wins almost every time. You already know this.
[5-20s] Pest.City answers before the second ring. Identifies the pest. Asks about severity and timeline. Schedules the inspection. Texts you the lead details.
[20-27s] Pest control operators using Pest.City capture an average of 6+ booked inspections per month they'd have otherwise missed.
[27-30s] Start free today — pest.city",ACTIVE
4H_2026_YouTube_disaster,disaster_video,YT-D1,https://disaster.city/disaster?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_disaster_video-2am&utm_content=ytd01_hk01_video&utm_term=owners_1-10,2am flood. One company answere,AI answers your trade calls,[HOOK] 2am. A water heater burst. Basement is flooding. [CALL] The homeowner calls 4 resto,$79/mo. No contracts. See it live.,See it live,"[HOOK] 2am. A water heater burst. Basement is flooding. [CALL] The homeowner calls 4 restoration companies. [REALITY] Three go to voicemail. One AI answers on the first ring — captures address, damage details, insurance info. [RESULT] That contractor is on site in 45 minutes. They own the claim. [CTA] Saw.City — $79/mo. disaster.city.",ACTIVE
4H_2026_YouTube_bodyshop,bodyshop_video,YT-AB1,https://bodyshop.city/bodyshop?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bodyshop_day-in-life&utm_content=ab1_hk1_video&utm_term=owners_1-10,A day in your shop vs. a day w,AI answers your trade calls,HOOK: 'Your phone just rang. You're under a car. Nobody answered.' Show the missed call pa,$79/mo. No contracts. See it live.,See it live,"HOOK: 'Your phone just rang. You're under a car. Nobody answered.' Show the missed call pain vs. AI answering, qualifying, and booking. CTA: See it live at bodyshop.city",ACTIVE
4H_2026_YouTube_bodyshop,bodyshop_video,YT-AB2,https://bodyshop.city/bodyshop?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bodyshop_demo&utm_content=ab2_hk2_video&utm_term=owners_1-10,Hear the AI answer your calls,AI answers your trade calls,HOOK: Play a real Saw.City call answer for a body shop inquiry. Show the customer experien,$79/mo. No contracts. See it live.,See it live,HOOK: Play a real Saw.City call answer for a body shop inquiry. Show the customer experience. Contrast with voicemail. CTA: Try it free for your shop at bodyshop.city,ACTIVE
4H_2026_YouTube_bodyshop,bodyshop_video,YT-AB3,https://bodyshop.city/bodyshop?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bodyshop_awareness-missed-call&utm_content=ab3_hk3_video&utm_term=owners_1-10,Every missed call is a job gon,AI answers your trade calls,You're under a car. The phone rings. Nobody answers. That customer just called the shop do,$79/mo. No contracts. See it live.,Start free,You're under a car. The phone rings. Nobody answers. That customer just called the shop down the street. Body shop owners lose $500–$2000 jobs every week from missed calls — not from lack of skill.,ACTIVE
4H_2026_YouTube_bodyshop,bodyshop_video,YT-AB4,https://bodyshop.city/bodyshop?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bodyshop_awareness-first-estimate&utm_content=ab4_hk4_video&utm_term=owners_1-10,First estimate wins the job,AI answers your trade calls,"In auto body, customers call 2-3 shops and book the first one that responds. If you're spr",$79/mo. No contracts. See it live.,Start free,"In auto body, customers call 2-3 shops and book the first one that responds. If you're spraying, sanding, or under a hood when they call, you just handed them to your competitor. Saw.City answers every call.",ACTIVE
4H_2026_YouTube_bodyshop,bodyshop_video,YT-AB5,https://bodyshop.city/bodyshop?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bodyshop_retarget-proof&utm_content=ab5_hk5_video&utm_term=owners_1-10,Body shops are answering every,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Auto body shops using,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Auto body shops using our AI are capturing jobs they used to lose to voicemail. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_drywall,drywall_video,YT-DW1,https://drywall.city/drywall?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_drywall_day-in-life&utm_content=dw1_hk1_video&utm_term=owners_1-10,What happens when GCs can't re,AI answers your trade calls,HOOK: 'A GC just called your number. You're on stilts finishing a ceiling. Nobody answered,$79/mo. No contracts. See it live.,See it live,"HOOK: 'A GC just called your number. You're on stilts finishing a ceiling. Nobody answered.' Show the cascade: GC calls next sub, books them, your phone buzzes with a missed call 2 hours later. Saw.City contrast. CTA: See it at drywall.city",ACTIVE
4H_2026_YouTube_drywall,drywall_video,YT-DW2,https://drywall.city/drywall?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_drywall_demo&utm_content=dw2_hk2_video&utm_term=owners_1-10,Hear Saw.City answer for your ,AI answers your trade calls,"HOOK: Play a Saw.City AI answering a drywall inquiry from a GC. Show qualification, schedu",$79/mo. No contracts. See it live.,See it live,"HOOK: Play a Saw.City AI answering a drywall inquiry from a GC. Show qualification, scheduling, professional response. CTA: Try it free at drywall.city",ACTIVE
4H_2026_YouTube_drywall,drywall_video,YT-DW3,https://drywall.city/drywall?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_drywall_awareness-missed-call&utm_content=dw3_hk3_video&utm_term=owners_1-10,GC called. You didn't answer. ,AI answers your trade calls,General contractors have schedules to keep. They call 3 drywall subs — whoever answers fir,$79/mo. No contracts. See it live.,Start free,"General contractors have schedules to keep. They call 3 drywall subs — whoever answers first gets the bid. Your crew is on site, hands covered in mud, phone buried in a bucket. That bid just went to someone else.",ACTIVE
4H_2026_YouTube_drywall,drywall_video,YT-DW4,https://drywall.city/drywall?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_drywall_awareness-on-site&utm_content=dw4_hk4_video&utm_term=owners_1-10,Can't answer when you're on st,AI answers your trade calls,"Drywall work demands both hands. You can't answer your phone while taping, mudding, or han",$79/mo. No contracts. See it live.,Start free,"Drywall work demands both hands. You can't answer your phone while taping, mudding, or hanging 12-foot sheets. Meanwhile, GCs are calling and moving on in minutes. Saw.City answers so you never miss another bid request.",ACTIVE
4H_2026_YouTube_drywall,drywall_video,YT-DW5,https://drywall.city/drywall?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_drywall_retarget-proof&utm_content=dw5_hk5_video&utm_term=owners_1-10,Drywall contractors are closin,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Drywall subs using ou,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Drywall subs using our AI never miss a GC callback or new project inquiry. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_excavation,excavation_video,YT-EX1,https://excavation.city/excavation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_excavation_day-in-life&utm_content=ex1_hk1_video&utm_term=owners_1-10,The call you missed from the c,AI answers your trade calls,HOOK: 'You're 8 feet down in a foundation trench. Your phone rings. You can't hear it.' Sh,$79/mo. No contracts. See it live.,See it live,"HOOK: 'You're 8 feet down in a foundation trench. Your phone rings. You can't hear it.' Show the missed call, the GC moving on, the job you didn't get. Saw.City answers in your place. CTA: See it at excavation.city",ACTIVE
4H_2026_YouTube_excavation,excavation_video,YT-EX2,https://excavation.city/excavation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_excavation_demo&utm_content=ex2_hk2_video&utm_term=owners_1-10,Hear Saw.City answer for your ,AI answers your trade calls,"HOOK: Play Saw.City answering an excavation inquiry — project scope, timeline, contact cap",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City answering an excavation inquiry — project scope, timeline, contact capture. Show professionalism that wins bids. CTA: Try it free at excavation.city",ACTIVE
4H_2026_YouTube_excavation,excavation_video,YT-EX3,https://excavation.city/excavation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_excavation_awareness-schedule-pressure&utm_content=ex3_hk3_video&utm_term=owners_1-10,GCs don't wait for callbacks,AI answers your trade calls,Site prep timelines are tight. A GC needs an excavator on-site by Monday. They call 3 oper,$79/mo. No contracts. See it live.,Start free,Site prep timelines are tight. A GC needs an excavator on-site by Monday. They call 3 operators. The first one who answers gets the job. You're in the cab with ear protection on. That call just went to voicemail — and the job went to someone else.,ACTIVE
4H_2026_YouTube_excavation,excavation_video,YT-EX4,https://excavation.city/excavation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_excavation_awareness-in-the-cab&utm_content=ex4_hk4_video&utm_term=owners_1-10,You can't answer from inside a,AI answers your trade calls,"Operating heavy equipment means zero phone availability. But GCs, developers, and homeowne",$79/mo. No contracts. See it live.,Start free,"Operating heavy equipment means zero phone availability. But GCs, developers, and homeowners are calling right now. Every missed call is a potential contract worth $5K–$50K. Saw.City answers every call when you can't.",ACTIVE
4H_2026_YouTube_excavation,excavation_video,YT-EX5,https://excavation.city/excavation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_excavation_retarget-proof&utm_content=ex5_hk5_video&utm_term=owners_1-10,Excavators are winning more bi,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Excavation operators ,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Excavation operators who use our AI capture GC calls they used to miss from the cab. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_housecleaning,housecleaning_video,YT-HC1,https://housecleaning.city/housecleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_housecleaning_day-in-life&utm_content=hc1_hk1_video&utm_term=owners_1-10,Your phone rings. You're scrub,AI answers your trade calls,HOOK: 'You're on your hands and knees. Phone rings. You can't answer.' Show a new client c,$79/mo. No contracts. See it live.,See it live,"HOOK: 'You're on your hands and knees. Phone rings. You can't answer.' Show a new client calling, getting voicemail, immediately calling the next cleaner on Google. Saw.City answers for you. CTA: See it at housecleaning.city",ACTIVE
4H_2026_YouTube_housecleaning,housecleaning_video,YT-HC2,https://housecleaning.city/housecleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_housecleaning_demo&utm_content=hc2_hk2_video&utm_term=owners_1-10,Hear the AI book your next cle,AI answers your trade calls,"HOOK: Play Saw.City handling a house cleaning inquiry — dates, frequency, address, contact",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling a house cleaning inquiry — dates, frequency, address, contact info. Show what 'fully booked' actually looks like. CTA: Try it free at housecleaning.city",ACTIVE
4H_2026_YouTube_housecleaning,housecleaning_video,YT-HC3,https://housecleaning.city/housecleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_housecleaning_awareness-one-call&utm_content=hc3_hk3_video&utm_term=owners_1-10,They call once and book the fi,AI answers your trade calls,House cleaning customers don't leave voicemails. They call 2-3 services and book whoever a,$79/mo. No contracts. See it live.,Start free,"House cleaning customers don't leave voicemails. They call 2-3 services and book whoever answers. You're at a client's house, hands full, phone ringing in your pocket. That new booking just went to someone on their couch checking their phone.",ACTIVE
4H_2026_YouTube_housecleaning,housecleaning_video,YT-HC4,https://housecleaning.city/housecleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_housecleaning_awareness-referral&utm_content=hc4_hk4_video&utm_term=owners_1-10,Your best referral just went t,AI answers your trade calls,Word-of-mouth is everything in house cleaning. When someone's neighbor refers you and you ,$79/mo. No contracts. See it live.,Start free,"Word-of-mouth is everything in house cleaning. When someone's neighbor refers you and you don't answer, that trust transfer is wasted. Saw.City answers, books the appointment, and you show up. $79/mo.",ACTIVE
4H_2026_YouTube_housecleaning,housecleaning_video,YT-HC5,https://housecleaning.city/housecleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_housecleaning_retarget-proof&utm_content=hc5_hk5_video&utm_term=owners_1-10,Cleaners are booking more clie,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. House cleaning operat,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. House cleaning operators using our AI book new clients even while they're mid-clean. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_alignment,alignment_video,AL-YT-VD-1,https://alignment.city/alignment?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_alignment_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every alignment shop loses thousa,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every alignment shop loses thousands per year to voicemail. [SOLUTION] alignment.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at alignment.city.,ACTIVE
